,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
452733,4.12906710,0.00075059,0.00075059,0.00106679,0.00152716,0.02800712,0.00075040,0.00075040,0.00106645,0.00152648,0.02799574
452833,4.12962370,0.00075062,0.00075062,0.00106684,0.00152735,0.02801031,0.00075044,0.00075044,0.00106650,0.00152668,0.02799901
452933,4.12997465,0.00075065,0.00075065,0.00106688,0.00152809,0.02801379,0.00075047,0.00075047,0.00106655,0.00152742,0.02800258
453033,4.12977386,0.00075062,0.00075062,0.00106672,0.00152727,0.02801362,0.00075044,0.00075044,0.00106639,0.00152661,0.02800250
453133,4.12988076,0.00075059,0.00075059,0.00106666,0.00152744,0.02801160,0.00075041,0.00075041,0.00106633,0.00152678,0.02800056
453233,4.12981826,0.00075063,0.00075063,0.00106683,0.00152814,0.02801284,0.00075045,0.00075045,0.00106651,0.00152749,0.02800189
453333,4.12917127,0.00075059,0.00075059,0.00106668,0.00152803,0.02801241,0.00075041,0.00075041,0.00106636,0.00152738,0.02800155
453433,4.12910943,0.00075057,0.00075057,0.00106657,0.00152763,0.02800880,0.00075039,0.00075039,0.00106625,0.00152699,0.02799801
453533,4.12900187,0.00075057,0.00075057,0.00106653,0.00152844,0.02801226,0.00075039,0.00075039,0.00106620,0.00152779,0.02800104
453633,4.12911514,0.00075057,0.00075057,0.00106670,0.00152929,0.02801394,0.00075039,0.00075039,0.00106638,0.00152865,0.02800280
453733,4.12931050,0.00075058,0.00075058,0.00106664,0.00153162,0.02801443,0.00075040,0.00075040,0.00106631,0.00153098,0.02800338
453833,4.12957898,0.00075057,0.00075057,0.00106661,0.00153086,0.02801212,0.00075039,0.00075039,0.00106629,0.00153023,0.02800115
453933,4.12956284,0.00075057,0.00075057,0.00106658,0.00153066,0.02801149,0.00075039,0.00075039,0.00106626,0.00153003,0.02800060
454033,4.12975169,0.00075052,0.00075052,0.00106657,0.00153100,0.02800975,0.00075034,0.00075034,0.00106625,0.00153037,0.02799894
454133,4.13000783,0.00075055,0.00075055,0.00106658,0.00153145,0.02801022,0.00075038,0.00075038,0.00106626,0.00153082,0.02799948
454233,4.13024800,0.00075056,0.00075056,0.00106656,0.00153199,0.02801059,0.00075039,0.00075039,0.00106624,0.00153137,0.02799992
454333,4.13010711,0.00075055,0.00075055,0.00106658,0.00153209,0.02801199,0.00075038,0.00075038,0.00106627,0.00153147,0.02800140
454433,4.13038681,0.00075054,0.00075054,0.00106661,0.00153179,0.02801117,0.00075037,0.00075037,0.00106630,0.00153118,0.02800066
454533,4.13025211,0.00075054,0.00075054,0.00106659,0.00153155,0.02801198,0.00075036,0.00075036,0.00106629,0.00153095,0.02800154
454633,4.13007649,0.00075050,0.00075050,0.00106653,0.00153080,0.02800850,0.00075033,0.00075033,0.00106622,0.00153020,0.02799813
454733,4.13005883,0.00075054,0.00075054,0.00106657,0.00153110,0.02801242,0.00075037,0.00075037,0.00106627,0.00153051,0.02800212
454833,4.13029027,0.00075052,0.00075052,0.00106656,0.00153168,0.02801093,0.00075036,0.00075036,0.00106625,0.00153108,0.02800070
454933,4.13006383,0.00075053,0.00075053,0.00106661,0.00153159,0.02800866,0.00075035,0.00075035,0.00106629,0.00153096,0.02799769
455033,4.13009427,0.00075055,0.00075055,0.00106664,0.00153183,0.02800742,0.00075037,0.00075037,0.00106632,0.00153121,0.02799652
455133,4.12998426,0.00075054,0.00075054,0.00106660,0.00153178,0.02801015,0.00075037,0.00075037,0.00106629,0.00153115,0.02799932
455233,4.12994780,0.00075054,0.00075054,0.00106679,0.00153246,0.02800939,0.00075036,0.00075036,0.00106647,0.00153184,0.02799863
455333,4.13024086,0.00075056,0.00075056,0.00106685,0.00153245,0.02800912,0.00075039,0.00075039,0.00106653,0.00153184,0.02799844
455433,4.13016526,0.00075053,0.00075053,0.00106673,0.00153166,0.02800671,0.00075036,0.00075036,0.00106642,0.00153105,0.02799610
455533,4.12984377,0.00075053,0.00075053,0.00106664,0.00153265,0.02800736,0.00075036,0.00075036,0.00106633,0.00153205,0.02799681
455633,4.12980040,0.00075056,0.00075056,0.00106670,0.00153253,0.02800897,0.00075039,0.00075039,0.00106639,0.00153193,0.02799849
455733,4.13000417,0.00075058,0.00075058,0.00106685,0.00153300,0.02801054,0.00075041,0.00075041,0.00106654,0.00153240,0.02800013
455833,4.12989997,0.00075056,0.00075056,0.00106680,0.00153251,0.02800879,0.00075039,0.00075039,0.00106650,0.00153192,0.02799844
455933,4.12981388,0.00075052,0.00075052,0.00106673,0.00153189,0.02800595,0.00075035,0.00075035,0.00106642,0.00153130,0.02799568
456033,4.12969472,0.00075053,0.00075053,0.00106671,0.00153146,0.02800494,0.00075036,0.00075036,0.00106641,0.00153087,0.02799473
456133,4.12973525,0.00075052,0.00075052,0.00106669,0.00153131,0.02800502,0.00075036,0.00075036,0.00106639,0.00153073,0.02799487
456233,4.12926242,0.00075049,0.00075049,0.00106663,0.00153098,0.02800448,0.00075033,0.00075033,0.00106633,0.00153040,0.02799439
456333,4.12961063,0.00075045,0.00075045,0.00106659,0.00153096,0.02800275,0.00075029,0.00075029,0.00106630,0.00153038,0.02799273
456433,4.12963542,0.00075043,0.00075043,0.00106666,0.00153093,0.02800303,0.00075025,0.00075025,0.00106635,0.00153031,0.02799233
456533,4.12959773,0.00075043,0.00075043,0.00106650,0.00153028,0.02800481,0.00075026,0.00075026,0.00106619,0.00152967,0.02799418
456633,4.12980986,0.00075046,0.00075046,0.00106655,0.00153033,0.02800765,0.00075029,0.00075029,0.00106623,0.00152972,0.02799708
456733,4.12922816,0.00075043,0.00075043,0.00106644,0.00152970,0.02800818,0.00075026,0.00075026,0.00106613,0.00152909,0.02799768
456833,4.12915745,0.00075041,0.00075041,0.00106643,0.00152949,0.02800780,0.00075024,0.00075024,0.00106612,0.00152889,0.02799736
456933,4.12890951,0.00075035,0.00075035,0.00106633,0.00152891,0.02800519,0.00075018,0.00075018,0.00106602,0.00152831,0.02799482
457033,4.12908846,0.00075033,0.00075033,0.00106623,0.00152859,0.02800401,0.00075016,0.00075016,0.00106592,0.00152799,0.02799369
457133,4.12917282,0.00075032,0.00075032,0.00106627,0.00152849,0.02800514,0.00075015,0.00075015,0.00106597,0.00152789,0.02799488
457233,4.12924940,0.00075032,0.00075032,0.00106627,0.00152866,0.02800702,0.00075016,0.00075016,0.00106597,0.00152807,0.02799682
457333,4.12934248,0.00075030,0.00075030,0.00106618,0.00152870,0.02800694,0.00075014,0.00075014,0.00106588,0.00152811,0.02799681
457433,4.12928987,0.00075031,0.00075031,0.00106622,0.00152853,0.02800826,0.00075014,0.00075014,0.00106592,0.00152794,0.02799819
457533,4.12937136,0.00075033,0.00075033,0.00106624,0.00152942,0.02800945,0.00075017,0.00075017,0.00106595,0.00152884,0.02799943
457633,4.12974389,0.00075033,0.00075033,0.00106622,0.00152946,0.02800980,0.00075017,0.00075017,0.00106591,0.00152884,0.02799929
457733,4.12956006,0.00075031,0.00075031,0.00106626,0.00152913,0.02800834,0.00075015,0.00075015,0.00106596,0.00152852,0.02799789
457833,4.12964145,0.00075028,0.00075028,0.00106618,0.00152887,0.02800690,0.00075012,0.00075012,0.00106588,0.00152825,0.02799651
457933,4.12957105,0.00075024,0.00075024,0.00106616,0.00152843,0.02800479,0.00075008,0.00075008,0.00106585,0.00152782,0.02799446
458033,4.12990244,0.00075024,0.00075024,0.00106613,0.00152818,0.02800702,0.00075008,0.00075008,0.00106583,0.00152758,0.02799675
458133,4.12993870,0.00075024,0.00075024,0.00106614,0.00152870,0.02800832,0.00075008,0.00075008,0.00106584,0.00152810,0.02799810
458233,4.12983656,0.00075024,0.00075024,0.00106615,0.00152859,0.02800800,0.00075008,0.00075008,0.00106585,0.00152799,0.02799784
458333,4.12986002,0.00075020,0.00075020,0.00106608,0.00152820,0.02800571,0.00075004,0.00075004,0.00106578,0.00152760,0.02799561
458433,4.12992635,0.00075020,0.00075020,0.00106605,0.00152803,0.02800694,0.00075004,0.00075004,0.00106575,0.00152744,0.02799689
458533,4.12985080,0.00075018,0.00075018,0.00106599,0.00152795,0.02800821,0.00075003,0.00075003,0.00106570,0.00152736,0.02799822
458633,4.12980557,0.00075016,0.00075016,0.00106592,0.00152755,0.02800578,0.00075000,0.00075000,0.00106563,0.00152696,0.02799584
458733,4.12975809,0.00075016,0.00075016,0.00106597,0.00152755,0.02800492,0.00075000,0.00075000,0.00106568,0.00152697,0.02799503
458833,4.12984811,0.00075013,0.00075013,0.00106590,0.00152718,0.02800487,0.00074998,0.00074998,0.00106561,0.00152660,0.02799504
458933,4.12991713,0.00075013,0.00075013,0.00106592,0.00152721,0.02800537,0.00074998,0.00074998,0.00106564,0.00152663,0.02799558
459033,4.12970738,0.00075013,0.00075013,0.00106592,0.00152726,0.02800530,0.00074998,0.00074998,0.00106564,0.00152668,0.02799557
459133,4.12968767,0.00075013,0.00075013,0.00106595,0.00152749,0.02800468,0.00074998,0.00074998,0.00106566,0.00152692,0.02799501
459233,4.12983493,0.00075011,0.00075011,0.00106599,0.00152728,0.02800306,0.00074996,0.00074996,0.00106571,0.00152671,0.02799345
459333,4.12981834,0.00075014,0.00075014,0.00106598,0.00152724,0.02800324,0.00074998,0.00074998,0.00106570,0.00152668,0.02799367
459433,4.13004269,0.00075015,0.00075015,0.00106599,0.00152765,0.02800444,0.00075000,0.00075000,0.00106570,0.00152709,0.02799492
459533,4.13015842,0.00075012,0.00075012,0.00106593,0.00152724,0.02800394,0.00074997,0.00074997,0.00106564,0.00152668,0.02799447
459633,4.12986997,0.00075010,0.00075010,0.00106591,0.00152741,0.02800357,0.00074995,0.00074995,0.00106563,0.00152685,0.02799415
459733,4.12984224,0.00075011,0.00075011,0.00106600,0.00152725,0.02800298,0.00074996,0.00074996,0.00106572,0.00152670,0.02799360
459833,4.12987695,0.00075009,0.00075009,0.00106597,0.00152691,0.02800263,0.00074994,0.00074994,0.00106570,0.00152636,0.02799331
459933,4.12953253,0.00075009,0.00075009,0.00106597,0.00152699,0.02800266,0.00074994,0.00074994,0.00106570,0.00152644,0.02799339
460033,4.12953250,0.00075009,0.00075009,0.00106592,0.00152753,0.02800194,0.00074994,0.00074994,0.00106564,0.00152699,0.02799271
460133,4.12935252,0.00075006,0.00075006,0.00106589,0.00152730,0.02800018,0.00074990,0.00074990,0.00106561,0.00152673,0.02799055
460233,4.12932829,0.00075001,0.00075001,0.00106577,0.00152677,0.02799765,0.00074985,0.00074985,0.00106549,0.00152620,0.02798807
460333,4.12929383,0.00075000,0.00075000,0.00106575,0.00152753,0.02799957,0.00074985,0.00074985,0.00106547,0.00152696,0.02799004
460433,4.12917865,0.00074997,0.00074997,0.00106577,0.00152733,0.02799700,0.00074981,0.00074981,0.00106549,0.00152677,0.02798751
460533,4.12908575,0.00074998,0.00074998,0.00106571,0.00152727,0.02799771,0.00074983,0.00074983,0.00106543,0.00152671,0.02798827
460633,4.12893798,0.00074998,0.00074998,0.00106581,0.00152706,0.02799727,0.00074983,0.00074983,0.00106554,0.00152650,0.02798787
460733,4.12878397,0.00074993,0.00074993,0.00106559,0.00152635,0.02799658,0.00074977,0.00074977,0.00106531,0.00152579,0.02798723
460833,4.12880920,0.00074990,0.00074990,0.00106555,0.00152609,0.02799623,0.00074974,0.00074974,0.00106528,0.00152554,0.02798693
460933,4.12849348,0.00074985,0.00074985,0.00106547,0.00152573,0.02799412,0.00074970,0.00074970,0.00106519,0.00152518,0.02798486
461033,4.12823727,0.00074985,0.00074985,0.00106541,0.00152548,0.02799421,0.00074970,0.00074970,0.00106514,0.00152493,0.02798499
461133,4.12801744,0.00074986,0.00074986,0.00106541,0.00152523,0.02799520,0.00074970,0.00074970,0.00106514,0.00152468,0.02798603
461233,4.12793089,0.00074983,0.00074983,0.00106539,0.00152502,0.02799350,0.00074968,0.00074968,0.00106512,0.00152448,0.02798437
461333,4.12786506,0.00074982,0.00074982,0.00106540,0.00152522,0.02799226,0.00074967,0.00074967,0.00106513,0.00152467,0.02798317
461433,4.12795028,0.00074981,0.00074981,0.00106535,0.00152477,0.02799136,0.00074966,0.00074966,0.00106508,0.00152423,0.02798232
461533,4.12798886,0.00074980,0.00074980,0.00106531,0.00152461,0.02799062,0.00074965,0.00074965,0.00106504,0.00152407,0.02798162
461633,4.12797456,0.00074977,0.00074977,0.00106524,0.00152440,0.02799032,0.00074962,0.00074962,0.00106498,0.00152387,0.02798137
461733,4.12787959,0.00074976,0.00074976,0.00106524,0.00152425,0.02799064,0.00074961,0.00074961,0.00106496,0.00152368,0.02798115
461833,4.12781205,0.00074976,0.00074976,0.00106528,0.00152446,0.02799061,0.00074961,0.00074961,0.00106500,0.00152389,0.02798117
461933,4.12798307,0.00074977,0.00074977,0.00106527,0.00152407,0.02798984,0.00074962,0.00074962,0.00106500,0.00152350,0.02798043
462033,4.12827638,0.00074976,0.00074976,0.00106523,0.00152375,0.02798826,0.00074960,0.00074960,0.00106495,0.00152319,0.02797890
462133,4.12827067,0.00074975,0.00074975,0.00106519,0.00152358,0.02798899,0.00074960,0.00074960,0.00106491,0.00152301,0.02797967
462233,4.12824414,0.00074971,0.00074971,0.00106516,0.00152321,0.02798756,0.00074956,0.00074956,0.00106489,0.00152265,0.02797828
462333,4.12817376,0.00074971,0.00074971,0.00106518,0.00152292,0.02798792,0.00074956,0.00074956,0.00106491,0.00152237,0.02797868
462433,4.12819105,0.00074970,0.00074970,0.00106510,0.00152266,0.02798793,0.00074955,0.00074955,0.00106483,0.00152211,0.02797874
462533,4.12809231,0.00074965,0.00074965,0.00106507,0.00152244,0.02798572,0.00074950,0.00074950,0.00106480,0.00152188,0.02797656
462633,4.12807855,0.00074963,0.00074963,0.00106501,0.00152220,0.02798601,0.00074948,0.00074948,0.00106474,0.00152165,0.02797690
462733,4.12813526,0.00074962,0.00074962,0.00106497,0.00152191,0.02798495,0.00074947,0.00074947,0.00106470,0.00152136,0.02797588
462833,4.12812688,0.00074960,0.00074960,0.00106491,0.00152166,0.02798373,0.00074945,0.00074945,0.00106464,0.00152112,0.02797470
462933,4.12801134,0.00074960,0.00074960,0.00106487,0.00152174,0.02798476,0.00074945,0.00074945,0.00106460,0.00152120,0.02797576
463033,4.12811513,0.00074959,0.00074959,0.00106490,0.00152162,0.02798436,0.00074945,0.00074945,0.00106464,0.00152108,0.02797541
463133,4.12820030,0.00074957,0.00074957,0.00106496,0.00152152,0.02798265,0.00074943,0.00074943,0.00106470,0.00152098,0.02797373
463233,4.12823871,0.00074961,0.00074961,0.00106503,0.00152187,0.02798467,0.00074946,0.00074946,0.00106477,0.00152134,0.02797580
463333,4.12826082,0.00074959,0.00074959,0.00106498,0.00152157,0.02798303,0.00074945,0.00074945,0.00106471,0.00152104,0.02797419
463433,4.12841938,0.00074958,0.00074958,0.00106496,0.00152154,0.02798260,0.00074944,0.00074944,0.00106470,0.00152101,0.02797380
463533,4.12841097,0.00074956,0.00074956,0.00106492,0.00152127,0.02798091,0.00074942,0.00074942,0.00106466,0.00152074,0.02797214
463633,4.12836911,0.00074954,0.00074954,0.00106483,0.00152127,0.02797977,0.00074940,0.00074940,0.00106457,0.00152074,0.02797104
463733,4.12827090,0.00074954,0.00074954,0.00106479,0.00152111,0.02798082,0.00074940,0.00074940,0.00106453,0.00152059,0.02797212
463833,4.12848114,0.00074955,0.00074955,0.00106486,0.00152117,0.02798110,0.00074941,0.00074941,0.00106461,0.00152065,0.02797244
463933,4.12825753,0.00074954,0.00074954,0.00106487,0.00152110,0.02798111,0.00074940,0.00074940,0.00106462,0.00152058,0.02797250
464033,4.12835517,0.00074951,0.00074951,0.00106482,0.00152083,0.02798129,0.00074937,0.00074937,0.00106456,0.00152032,0.02797271
464133,4.12868868,0.00074954,0.00074954,0.00106487,0.00152097,0.02798257,0.00074940,0.00074940,0.00106462,0.00152046,0.02797402
464233,4.12870811,0.00074956,0.00074956,0.00106499,0.00152106,0.02798321,0.00074942,0.00074942,0.00106473,0.00152055,0.02797470
464333,4.12860200,0.00074954,0.00074954,0.00106494,0.00152084,0.02798230,0.00074940,0.00074940,0.00106469,0.00152032,0.02797383
464433,4.12866359,0.00074953,0.00074953,0.00106489,0.00152113,0.02798242,0.00074939,0.00074939,0.00106464,0.00152061,0.02797358
464533,4.12866580,0.00074952,0.00074952,0.00106488,0.00152116,0.02798168,0.00074937,0.00074937,0.00106462,0.00152063,0.02797258
464633,4.12838527,0.00074952,0.00074952,0.00106486,0.00152136,0.02798172,0.00074937,0.00074937,0.00106459,0.00152082,0.02797265
464733,4.12822068,0.00074951,0.00074951,0.00106482,0.00152140,0.02798119,0.00074936,0.00074936,0.00106456,0.00152087,0.02797217
464833,4.12826399,0.00074953,0.00074953,0.00106488,0.00152187,0.02798308,0.00074939,0.00074939,0.00106462,0.00152135,0.02797409
464933,4.12828705,0.00074953,0.00074953,0.00106483,0.00152183,0.02798409,0.00074939,0.00074939,0.00106457,0.00152131,0.02797513
465033,4.12843320,0.00074952,0.00074952,0.00106481,0.00152161,0.02798344,0.00074937,0.00074937,0.00106455,0.00152108,0.02797452
465133,4.12838820,0.00074952,0.00074952,0.00106483,0.00152140,0.02798273,0.00074938,0.00074938,0.00106458,0.00152087,0.02797385
465233,4.12866855,0.00074952,0.00074952,0.00106489,0.00152167,0.02798245,0.00074937,0.00074937,0.00106463,0.00152115,0.02797360
465333,4.12873266,0.00074952,0.00074952,0.00106486,0.00152204,0.02798410,0.00074937,0.00074937,0.00106460,0.00152152,0.02797528
465433,4.12868145,0.00074950,0.00074950,0.00106478,0.00152191,0.02798425,0.00074936,0.00074936,0.00106452,0.00152140,0.02797548
465533,4.12883616,0.00074950,0.00074950,0.00106481,0.00152198,0.02798261,0.00074935,0.00074935,0.00106455,0.00152147,0.02797386
465633,4.12903172,0.00074949,0.00074949,0.00106475,0.00152192,0.02798253,0.00074934,0.00074934,0.00106449,0.00152140,0.02797372
465733,4.12899974,0.00074945,0.00074945,0.00106465,0.00152126,0.02798141,0.00074930,0.00074930,0.00106439,0.00152073,0.02797228
465833,4.12905813,0.00074946,0.00074946,0.00106474,0.00152130,0.02798068,0.00074931,0.00074931,0.00106447,0.00152078,0.02797158
465933,4.12899619,0.00074944,0.00074944,0.00106467,0.00152116,0.02798003,0.00074929,0.00074929,0.00106441,0.00152063,0.02797097
466033,4.12913091,0.00074942,0.00074942,0.00106464,0.00152120,0.02797944,0.00074927,0.00074927,0.00106437,0.00152066,0.02797011
466133,4.12927672,0.00074941,0.00074941,0.00106461,0.00152120,0.02798092,0.00074926,0.00074926,0.00106434,0.00152066,0.02797162
466233,4.12940719,0.00074943,0.00074943,0.00106464,0.00152143,0.02798063,0.00074928,0.00074928,0.00106437,0.00152090,0.02797138
466333,4.12961668,0.00074941,0.00074941,0.00106462,0.00152137,0.02797989,0.00074926,0.00074926,0.00106436,0.00152084,0.02797066
466433,4.12980218,0.00074943,0.00074943,0.00106470,0.00152175,0.02798099,0.00074928,0.00074928,0.00106443,0.00152122,0.02797181
466533,4.12978315,0.00074944,0.00074944,0.00106465,0.00152207,0.02798114,0.00074929,0.00074929,0.00106439,0.00152154,0.02797199
466633,4.12997950,0.00074942,0.00074942,0.00106463,0.00152220,0.02798121,0.00074927,0.00074927,0.00106437,0.00152168,0.02797209
466733,4.12985601,0.00074942,0.00074942,0.00106459,0.00152219,0.02798040,0.00074927,0.00074927,0.00106433,0.00152167,0.02797132
466833,4.12985487,0.00074938,0.00074938,0.00106454,0.00152184,0.02797923,0.00074923,0.00074923,0.00106428,0.00152132,0.02797018
466933,4.12970399,0.00074937,0.00074937,0.00106452,0.00152197,0.02797831,0.00074923,0.00074923,0.00106426,0.00152145,0.02796929
467033,4.12989002,0.00074936,0.00074936,0.00106443,0.00152169,0.02797710,0.00074921,0.00074921,0.00106418,0.00152117,0.02796812
467133,4.13002643,0.00074936,0.00074936,0.00106449,0.00152177,0.02797727,0.00074921,0.00074921,0.00106423,0.00152126,0.02796832
467233,4.12988531,0.00074934,0.00074934,0.00106444,0.00152168,0.02797667,0.00074920,0.00074920,0.00106418,0.00152116,0.02796775
467333,4.12980970,0.00074934,0.00074934,0.00106440,0.00152154,0.02797556,0.00074919,0.00074919,0.00106415,0.00152103,0.02796668
467433,4.12985020,0.00074936,0.00074936,0.00106442,0.00152211,0.02797680,0.00074922,0.00074922,0.00106416,0.00152160,0.02796794
467533,4.12985538,0.00074937,0.00074937,0.00106440,0.00152252,0.02797736,0.00074923,0.00074923,0.00106415,0.00152202,0.02796854
467633,4.12964248,0.00074935,0.00074935,0.00106435,0.00152212,0.02797675,0.00074921,0.00074921,0.00106410,0.00152161,0.02796797
467733,4.12965416,0.00074931,0.00074931,0.00106436,0.00152200,0.02797363,0.00074917,0.00074917,0.00106411,0.00152149,0.02796488
467833,4.12956600,0.00074932,0.00074932,0.00106434,0.00152241,0.02797504,0.00074918,0.00074918,0.00106409,0.00152190,0.02796631
467933,4.12957459,0.00074930,0.00074930,0.00106428,0.00152204,0.02797481,0.00074915,0.00074915,0.00106403,0.00152153,0.02796612
468033,4.12961041,0.00074926,0.00074926,0.00106425,0.00152158,0.02797370,0.00074912,0.00074912,0.00106400,0.00152108,0.02796503
468133,4.12955555,0.00074925,0.00074925,0.00106425,0.00152134,0.02797308,0.00074910,0.00074910,0.00106400,0.00152084,0.02796445
468233,4.12961565,0.00074924,0.00074924,0.00106423,0.00152118,0.02797290,0.00074910,0.00074910,0.00106398,0.00152069,0.02796430
468333,4.12939725,0.00074924,0.00074924,0.00106421,0.00152089,0.02797269,0.00074910,0.00074910,0.00106396,0.00152039,0.02796412
468433,4.12956279,0.00074921,0.00074921,0.00106415,0.00152073,0.02797136,0.00074907,0.00074907,0.00106390,0.00152023,0.02796260
468533,4.12941776,0.00074918,0.00074918,0.00106408,0.00152034,0.02797092,0.00074903,0.00074903,0.00106383,0.00151984,0.02796219
468633,4.12921715,0.00074916,0.00074916,0.00106412,0.00152015,0.02797069,0.00074902,0.00074902,0.00106386,0.00151965,0.02796198
468733,4.12954145,0.00074916,0.00074916,0.00106410,0.00152019,0.02797047,0.00074902,0.00074902,0.00106385,0.00151969,0.02796180
468833,4.12951449,0.00074915,0.00074915,0.00106410,0.00152020,0.02797058,0.00074901,0.00074901,0.00106385,0.00151971,0.02796194
468933,4.12956459,0.00074915,0.00074915,0.00106406,0.00152013,0.02797030,0.00074900,0.00074900,0.00106381,0.00151963,0.02796169
469033,4.12935792,0.00074913,0.00074913,0.00106401,0.00151969,0.02796883,0.00074898,0.00074898,0.00106376,0.00151919,0.02796025
469133,4.12946659,0.00074912,0.00074912,0.00106403,0.00151957,0.02796755,0.00074898,0.00074898,0.00106379,0.00151908,0.02795900
469233,4.12950436,0.00074909,0.00074909,0.00106392,0.00151954,0.02796597,0.00074895,0.00074895,0.00106367,0.00151905,0.02795745
469333,4.12947420,0.00074907,0.00074907,0.00106393,0.00151955,0.02796573,0.00074893,0.00074893,0.00106368,0.00151906,0.02795724
469433,4.12959091,0.00074904,0.00074904,0.00106391,0.00151940,0.02796517,0.00074890,0.00074890,0.00106367,0.00151891,0.02795670
469533,4.12959666,0.00074904,0.00074904,0.00106390,0.00151913,0.02796520,0.00074890,0.00074890,0.00106366,0.00151865,0.02795676
469633,4.12945624,0.00074904,0.00074904,0.00106391,0.00151901,0.02796436,0.00074890,0.00074890,0.00106367,0.00151853,0.02795596
469733,4.12939332,0.00074903,0.00074903,0.00106393,0.00151880,0.02796365,0.00074889,0.00074889,0.00106369,0.00151831,0.02795527
469833,4.12941714,0.00074901,0.00074901,0.00106392,0.00151859,0.02796267,0.00074887,0.00074887,0.00106368,0.00151811,0.02795433
469933,4.12941870,0.00074901,0.00074901,0.00106394,0.00151856,0.02796309,0.00074887,0.00074887,0.00106370,0.00151808,0.02795477
470033,4.12939694,0.00074899,0.00074899,0.00106389,0.00151831,0.02796227,0.00074886,0.00074886,0.00106365,0.00151783,0.02795397
470133,4.12955952,0.00074899,0.00074899,0.00106390,0.00151841,0.02796182,0.00074885,0.00074885,0.00106367,0.00151793,0.02795355
470233,4.12967366,0.00074899,0.00074899,0.00106389,0.00151841,0.02796046,0.00074884,0.00074884,0.00106365,0.00151793,0.02795206
470333,4.12963846,0.00074897,0.00074897,0.00106385,0.00151828,0.02796033,0.00074883,0.00074883,0.00106361,0.00151779,0.02795196
470433,4.12958752,0.00074896,0.00074896,0.00106385,0.00151812,0.02796084,0.00074882,0.00074882,0.00106361,0.00151763,0.02795249
470533,4.12954189,0.00074896,0.00074896,0.00106382,0.00151794,0.02796081,0.00074882,0.00074882,0.00106358,0.00151746,0.02795249
470633,4.12958558,0.00074895,0.00074895,0.00106384,0.00151772,0.02795980,0.00074881,0.00074881,0.00106360,0.00151724,0.02795151
470733,4.12950521,0.00074895,0.00074895,0.00106390,0.00151790,0.02795990,0.00074881,0.00074881,0.00106365,0.00151741,0.02795151
470833,4.12961889,0.00074896,0.00074896,0.00106389,0.00151808,0.02796140,0.00074882,0.00074882,0.00106364,0.00151759,0.02795304
470933,4.12981078,0.00074895,0.00074895,0.00106384,0.00151786,0.02796077,0.00074881,0.00074881,0.00106360,0.00151737,0.02795243
471033,4.12972263,0.00074892,0.00074892,0.00106381,0.00151766,0.02795912,0.00074878,0.00074878,0.00106357,0.00151717,0.02795082
471133,4.12966599,0.00074892,0.00074892,0.00106377,0.00151740,0.02795821,0.00074878,0.00074878,0.00106352,0.00151691,0.02794993
471233,4.12982590,0.00074890,0.00074890,0.00106374,0.00151732,0.02795705,0.00074876,0.00074876,0.00106350,0.00151683,0.02794880
471333,4.12994353,0.00074889,0.00074889,0.00106372,0.00151715,0.02795622,0.00074875,0.00074875,0.00106348,0.00151667,0.02794799
471433,4.13003173,0.00074889,0.00074889,0.00106377,0.00151704,0.02795668,0.00074875,0.00074875,0.00106352,0.00151655,0.02794848
471533,4.12988563,0.00074889,0.00074889,0.00106377,0.00151704,0.02795692,0.00074875,0.00074875,0.00106353,0.00151656,0.02794875
471633,4.12983303,0.00074888,0.00074888,0.00106373,0.00151690,0.02795700,0.00074874,0.00074874,0.00106349,0.00151642,0.02794885
471733,4.12986752,0.00074888,0.00074888,0.00106377,0.00151701,0.02795741,0.00074874,0.00074874,0.00106353,0.00151654,0.02794929
471833,4.12989201,0.00074886,0.00074886,0.00106371,0.00151664,0.02795616,0.00074873,0.00074873,0.00106347,0.00151616,0.02794806
471933,4.12981885,0.00074886,0.00074886,0.00106372,0.00151661,0.02795634,0.00074872,0.00074872,0.00106348,0.00151614,0.02794827
472033,4.12972597,0.00074884,0.00074884,0.00106368,0.00151645,0.02795413,0.00074870,0.00074870,0.00106344,0.00151598,0.02794609
472133,4.12972950,0.00074882,0.00074882,0.00106364,0.00151630,0.02795273,0.00074868,0.00074868,0.00106340,0.00151583,0.02794471
472233,4.12980803,0.00074882,0.00074882,0.00106372,0.00151647,0.02795270,0.00074869,0.00074869,0.00106348,0.00151600,0.02794470
472333,4.12992824,0.00074883,0.00074883,0.00106376,0.00151641,0.02795382,0.00074870,0.00074870,0.00106353,0.00151594,0.02794585
472433,4.12989702,0.00074885,0.00074885,0.00106378,0.00151630,0.02795421,0.00074870,0.00074870,0.00106353,0.00151580,0.02794570
472533,4.12996858,0.00074885,0.00074885,0.00106380,0.00151649,0.02795439,0.00074871,0.00074871,0.00106355,0.00151598,0.02794591
472633,4.12995476,0.00074887,0.00074887,0.00106382,0.00151645,0.02795483,0.00074872,0.00074872,0.00106357,0.00151594,0.02794637
472733,4.12981660,0.00074887,0.00074887,0.00106385,0.00151634,0.02795508,0.00074873,0.00074873,0.00106360,0.00151584,0.02794665
472833,4.12979505,0.00074884,0.00074884,0.00106380,0.00151609,0.02795378,0.00074870,0.00074870,0.00106355,0.00151559,0.02794537
