,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
701544,4.13017220,0.00047580,0.00047580,0.00069692,0.00078040,0.01787417,0.00047573,0.00047573,0.00069679,0.00078023,0.01787023
701644,4.13020448,0.00047576,0.00047576,0.00069685,0.00078025,0.01787271,0.00047568,0.00047568,0.00069673,0.00078007,0.01786877
701744,4.13026477,0.00047572,0.00047572,0.00069679,0.00078009,0.01787118,0.00047564,0.00047564,0.00069667,0.00077991,0.01786724
701844,4.13028297,0.00047567,0.00047567,0.00069673,0.00077989,0.01786955,0.00047560,0.00047560,0.00069660,0.00077971,0.01786561
701944,4.13031266,0.00047563,0.00047563,0.00069666,0.00077969,0.01786774,0.00047555,0.00047555,0.00069654,0.00077951,0.01786380
702044,4.13032031,0.00047559,0.00047559,0.00069661,0.00077953,0.01786634,0.00047551,0.00047551,0.00069648,0.00077936,0.01786241
702144,4.13026987,0.00047555,0.00047555,0.00069655,0.00077936,0.01786481,0.00047547,0.00047547,0.00069642,0.00077918,0.01786089
702244,4.13025419,0.00047550,0.00047550,0.00069649,0.00077915,0.01786322,0.00047543,0.00047543,0.00069636,0.00077897,0.01785930
702344,4.13026963,0.00047547,0.00047547,0.00069643,0.00077898,0.01786166,0.00047539,0.00047539,0.00069631,0.00077881,0.01785775
702444,4.13026323,0.00047542,0.00047542,0.00069637,0.00077878,0.01786003,0.00047535,0.00047535,0.00069625,0.00077860,0.01785612
702544,4.13027795,0.00047538,0.00047538,0.00069631,0.00077862,0.01785836,0.00047531,0.00047531,0.00069618,0.00077845,0.01785445
702644,4.13027520,0.00047534,0.00047534,0.00069625,0.00077846,0.01785668,0.00047527,0.00047527,0.00069613,0.00077828,0.01785275
702744,4.13021131,0.00047530,0.00047530,0.00069619,0.00077825,0.01785509,0.00047523,0.00047523,0.00069606,0.00077808,0.01785115
702844,4.13022981,0.00047526,0.00047526,0.00069613,0.00077806,0.01785349,0.00047519,0.00047519,0.00069600,0.00077789,0.01784956
702944,4.13016762,0.00047522,0.00047522,0.00069608,0.00077789,0.01785181,0.00047514,0.00047514,0.00069595,0.00077772,0.01784789
703044,4.13019875,0.00047518,0.00047518,0.00069602,0.00077773,0.01785038,0.00047511,0.00047511,0.00069590,0.00077755,0.01784646
703144,4.13020878,0.00047514,0.00047514,0.00069597,0.00077756,0.01784872,0.00047507,0.00047507,0.00069585,0.00077738,0.01784481
703244,4.13022472,0.00047510,0.00047510,0.00069591,0.00077738,0.01784715,0.00047502,0.00047502,0.00069578,0.00077720,0.01784324
703344,4.13020661,0.00047506,0.00047506,0.00069584,0.00077720,0.01784587,0.00047498,0.00047498,0.00069571,0.00077703,0.01784196
703444,4.13020652,0.00047502,0.00047502,0.00069578,0.00077705,0.01784439,0.00047494,0.00047494,0.00069566,0.00077687,0.01784048
703544,4.13023890,0.00047498,0.00047498,0.00069572,0.00077690,0.01784288,0.00047490,0.00047490,0.00069560,0.00077672,0.01783897
703644,4.13023522,0.00047493,0.00047493,0.00069567,0.00077672,0.01784113,0.00047486,0.00047486,0.00069555,0.00077654,0.01783723
703744,4.13026123,0.00047489,0.00047489,0.00069561,0.00077666,0.01783947,0.00047482,0.00047482,0.00069548,0.00077648,0.01783557
703844,4.13022779,0.00047485,0.00047485,0.00069555,0.00077643,0.01783786,0.00047478,0.00047478,0.00069542,0.00077626,0.01783397
703944,4.13026728,0.00047481,0.00047481,0.00069549,0.00077637,0.01783630,0.00047474,0.00047474,0.00069537,0.00077620,0.01783240
704044,4.13028807,0.00047477,0.00047477,0.00069543,0.00077620,0.01783472,0.00047470,0.00047470,0.00069531,0.00077602,0.01783081
704144,4.13027083,0.00047473,0.00047473,0.00069538,0.00077600,0.01783322,0.00047466,0.00047466,0.00069525,0.00077583,0.01782931
704244,4.13025509,0.00047469,0.00047469,0.00069531,0.00077578,0.01783146,0.00047461,0.00047461,0.00069519,0.00077561,0.01782756
704344,4.13026808,0.00047465,0.00047465,0.00069525,0.00077560,0.01783002,0.00047457,0.00047457,0.00069513,0.00077542,0.01782612
704444,4.13028521,0.00047460,0.00047460,0.00069520,0.00077539,0.01782835,0.00047453,0.00047453,0.00069507,0.00077521,0.01782446
704544,4.13024511,0.00047456,0.00047456,0.00069513,0.00077518,0.01782682,0.00047449,0.00047449,0.00069500,0.00077501,0.01782293
704644,4.13022663,0.00047452,0.00047452,0.00069506,0.00077500,0.01782529,0.00047445,0.00047445,0.00069493,0.00077483,0.01782141
704744,4.13022262,0.00047448,0.00047448,0.00069500,0.00077481,0.01782374,0.00047440,0.00047440,0.00069488,0.00077464,0.01781986
704844,4.13024797,0.00047443,0.00047443,0.00069495,0.00077462,0.01782225,0.00047436,0.00047436,0.00069482,0.00077445,0.01781837
704944,4.13029862,0.00047440,0.00047440,0.00069489,0.00077443,0.01782074,0.00047432,0.00047432,0.00069477,0.00077426,0.01781686
705044,4.13032978,0.00047436,0.00047436,0.00069483,0.00077429,0.01781936,0.00047428,0.00047428,0.00069471,0.00077411,0.01781548
705144,4.13031869,0.00047432,0.00047432,0.00069477,0.00077410,0.01781765,0.00047424,0.00047424,0.00069465,0.00077393,0.01781378
705244,4.13028962,0.00047428,0.00047428,0.00069471,0.00077392,0.01781619,0.00047420,0.00047420,0.00069459,0.00077374,0.01781233
705344,4.13030733,0.00047424,0.00047424,0.00069467,0.00077378,0.01781469,0.00047417,0.00047417,0.00069455,0.00077361,0.01781083
705444,4.13030385,0.00047420,0.00047420,0.00069461,0.00077359,0.01781310,0.00047413,0.00047413,0.00069448,0.00077342,0.01780924
705544,4.13022106,0.00047416,0.00047416,0.00069455,0.00077339,0.01781167,0.00047409,0.00047409,0.00069442,0.00077321,0.01780777
705644,4.13022926,0.00047412,0.00047412,0.00069449,0.00077322,0.01781039,0.00047405,0.00047405,0.00069436,0.00077305,0.01780648
705744,4.13023062,0.00047408,0.00047408,0.00069443,0.00077306,0.01780880,0.00047401,0.00047401,0.00069430,0.00077288,0.01780490
705844,4.13020295,0.00047404,0.00047404,0.00069438,0.00077290,0.01780730,0.00047397,0.00047397,0.00069426,0.00077272,0.01780340
705944,4.13022635,0.00047401,0.00047401,0.00069433,0.00077270,0.01780579,0.00047393,0.00047393,0.00069420,0.00077253,0.01780189
706044,4.13025013,0.00047396,0.00047396,0.00069427,0.00077251,0.01780421,0.00047389,0.00047389,0.00069414,0.00077234,0.01780032
706144,4.13023942,0.00047392,0.00047392,0.00069421,0.00077232,0.01780258,0.00047385,0.00047385,0.00069409,0.00077214,0.01779869
706244,4.13022718,0.00047388,0.00047388,0.00069415,0.00077213,0.01780093,0.00047381,0.00047381,0.00069403,0.00077196,0.01779705
706344,4.13023105,0.00047384,0.00047384,0.00069409,0.00077194,0.01779927,0.00047377,0.00047377,0.00069396,0.00077176,0.01779539
706444,4.13023514,0.00047380,0.00047380,0.00069403,0.00077175,0.01779774,0.00047373,0.00047373,0.00069391,0.00077157,0.01779387
706544,4.13014546,0.00047376,0.00047376,0.00069397,0.00077155,0.01779619,0.00047369,0.00047369,0.00069385,0.00077137,0.01779232
706644,4.13017464,0.00047371,0.00047371,0.00069391,0.00077137,0.01779454,0.00047364,0.00047364,0.00069378,0.00077119,0.01779065
706744,4.13021348,0.00047367,0.00047367,0.00069385,0.00077124,0.01779300,0.00047360,0.00047360,0.00069373,0.00077107,0.01778908
706844,4.13017710,0.00047364,0.00047364,0.00069380,0.00077109,0.01779163,0.00047357,0.00047357,0.00069367,0.00077091,0.01778771
706944,4.13014886,0.00047360,0.00047360,0.00069374,0.00077091,0.01779027,0.00047353,0.00047353,0.00069362,0.00077073,0.01778635
707044,4.13013436,0.00047356,0.00047356,0.00069369,0.00077077,0.01778892,0.00047349,0.00047349,0.00069356,0.00077059,0.01778500
707144,4.13011541,0.00047353,0.00047353,0.00069364,0.00077064,0.01778771,0.00047345,0.00047345,0.00069351,0.00077046,0.01778379
707244,4.13009851,0.00047349,0.00047349,0.00069358,0.00077045,0.01778609,0.00047341,0.00047341,0.00069345,0.00077028,0.01778218
707344,4.13007557,0.00047345,0.00047345,0.00069352,0.00077025,0.01778453,0.00047337,0.00047337,0.00069339,0.00077007,0.01778062
707444,4.13011937,0.00047341,0.00047341,0.00069347,0.00077008,0.01778306,0.00047333,0.00047333,0.00069334,0.00076990,0.01777915
707544,4.13014442,0.00047337,0.00047337,0.00069341,0.00076990,0.01778154,0.00047330,0.00047330,0.00069328,0.00076973,0.01777764
707644,4.13015161,0.00047333,0.00047333,0.00069336,0.00076979,0.01778025,0.00047326,0.00047326,0.00069323,0.00076961,0.01777630
707744,4.13013552,0.00047329,0.00047329,0.00069329,0.00076961,0.01777864,0.00047322,0.00047322,0.00069317,0.00076943,0.01777470
707844,4.13010390,0.00047325,0.00047325,0.00069324,0.00076942,0.01777717,0.00047318,0.00047318,0.00069312,0.00076925,0.01777323
707944,4.13010900,0.00047322,0.00047322,0.00069319,0.00076927,0.01777577,0.00047314,0.00047314,0.00069307,0.00076909,0.01777183
708044,4.13017536,0.00047318,0.00047318,0.00069314,0.00076915,0.01777442,0.00047311,0.00047311,0.00069302,0.00076897,0.01777048
708144,4.13014065,0.00047315,0.00047315,0.00069309,0.00076899,0.01777305,0.00047307,0.00047307,0.00069296,0.00076881,0.01776912
708244,4.13011177,0.00047311,0.00047311,0.00069304,0.00076878,0.01777132,0.00047303,0.00047303,0.00069291,0.00076860,0.01776739
708344,4.13009690,0.00047307,0.00047307,0.00069298,0.00076867,0.01777004,0.00047300,0.00047300,0.00069285,0.00076849,0.01776611
708444,4.13009922,0.00047303,0.00047303,0.00069292,0.00076849,0.01776863,0.00047296,0.00047296,0.00069280,0.00076832,0.01776471
708544,4.13007000,0.00047299,0.00047299,0.00069288,0.00076831,0.01776716,0.00047292,0.00047292,0.00069275,0.00076814,0.01776324
708644,4.13003755,0.00047296,0.00047296,0.00069282,0.00076814,0.01776578,0.00047288,0.00047288,0.00069269,0.00076797,0.01776186
708744,4.13000159,0.00047292,0.00047292,0.00069276,0.00076798,0.01776438,0.00047284,0.00047284,0.00069264,0.00076780,0.01776047
708844,4.13005849,0.00047288,0.00047288,0.00069271,0.00076778,0.01776300,0.00047281,0.00047281,0.00069258,0.00076761,0.01775909
708944,4.12999869,0.00047284,0.00047284,0.00069265,0.00076762,0.01776153,0.00047277,0.00047277,0.00069252,0.00076744,0.01775762
709044,4.13000897,0.00047280,0.00047280,0.00069260,0.00076746,0.01776013,0.00047273,0.00047273,0.00069247,0.00076728,0.01775617
709144,4.13002671,0.00047277,0.00047277,0.00069255,0.00076729,0.01775866,0.00047269,0.00047269,0.00069242,0.00076711,0.01775471
709244,4.13002312,0.00047273,0.00047273,0.00069249,0.00076711,0.01775716,0.00047265,0.00047265,0.00069236,0.00076693,0.01775321
709344,4.13006067,0.00047269,0.00047269,0.00069244,0.00076704,0.01775597,0.00047262,0.00047262,0.00069232,0.00076686,0.01775203
709444,4.13008864,0.00047266,0.00047266,0.00069238,0.00076684,0.01775443,0.00047258,0.00047258,0.00069226,0.00076667,0.01775049
709544,4.13006046,0.00047262,0.00047262,0.00069233,0.00076667,0.01775306,0.00047254,0.00047254,0.00069221,0.00076649,0.01774913
709644,4.13004610,0.00047258,0.00047258,0.00069228,0.00076661,0.01775171,0.00047251,0.00047251,0.00069215,0.00076644,0.01774778
709744,4.13006897,0.00047254,0.00047254,0.00069223,0.00076644,0.01775017,0.00047247,0.00047247,0.00069210,0.00076626,0.01774624
709844,4.13011716,0.00047251,0.00047251,0.00069217,0.00076630,0.01774876,0.00047243,0.00047243,0.00069205,0.00076612,0.01774483
709944,4.13010815,0.00047247,0.00047247,0.00069211,0.00076625,0.01774731,0.00047240,0.00047240,0.00069199,0.00076608,0.01774339
710044,4.13011952,0.00047244,0.00047244,0.00069207,0.00076610,0.01774599,0.00047236,0.00047236,0.00069194,0.00076592,0.01774207
710144,4.13013497,0.00047240,0.00047240,0.00069201,0.00076594,0.01774459,0.00047233,0.00047233,0.00069189,0.00076577,0.01774063
710244,4.13013703,0.00047236,0.00047236,0.00069195,0.00076575,0.01774311,0.00047229,0.00047229,0.00069183,0.00076557,0.01773915
710344,4.13014078,0.00047233,0.00047233,0.00069191,0.00076560,0.01774182,0.00047225,0.00047225,0.00069178,0.00076542,0.01773786
710444,4.13010143,0.00047229,0.00047229,0.00069185,0.00076542,0.01774036,0.00047222,0.00047222,0.00069172,0.00076525,0.01773641
710544,4.13009367,0.00047225,0.00047225,0.00069180,0.00076523,0.01773882,0.00047218,0.00047218,0.00069167,0.00076505,0.01773487
710644,4.13012727,0.00047222,0.00047222,0.00069175,0.00076507,0.01773724,0.00047214,0.00047214,0.00069162,0.00076490,0.01773329
710744,4.13012428,0.00047218,0.00047218,0.00069171,0.00076494,0.01773605,0.00047211,0.00047211,0.00069158,0.00076477,0.01773210
710844,4.13013875,0.00047215,0.00047215,0.00069165,0.00076481,0.01773468,0.00047207,0.00047207,0.00069153,0.00076463,0.01773073
710944,4.13011518,0.00047211,0.00047211,0.00069160,0.00076465,0.01773336,0.00047204,0.00047204,0.00069147,0.00076447,0.01772941
711044,4.13012363,0.00047208,0.00047208,0.00069155,0.00076448,0.01773187,0.00047200,0.00047200,0.00069143,0.00076431,0.01772793
711144,4.13017058,0.00047204,0.00047204,0.00069149,0.00076434,0.01773051,0.00047197,0.00047197,0.00069136,0.00076417,0.01772657
711244,4.13015177,0.00047200,0.00047200,0.00069143,0.00076417,0.01772922,0.00047193,0.00047193,0.00069131,0.00076399,0.01772528
711344,4.13013574,0.00047196,0.00047196,0.00069138,0.00076399,0.01772781,0.00047189,0.00047189,0.00069125,0.00076382,0.01772387
711444,4.13012148,0.00047193,0.00047193,0.00069132,0.00076382,0.01772644,0.00047185,0.00047185,0.00069119,0.00076365,0.01772251
711544,4.13013409,0.00047189,0.00047189,0.00069127,0.00076367,0.01772502,0.00047181,0.00047181,0.00069114,0.00076350,0.01772109
711644,4.13016920,0.00047185,0.00047185,0.00069122,0.00076350,0.01772344,0.00047178,0.00047178,0.00069109,0.00076332,0.01771948
711744,4.13017796,0.00047181,0.00047181,0.00069116,0.00076337,0.01772203,0.00047174,0.00047174,0.00069104,0.00076319,0.01771807
711844,4.13018797,0.00047178,0.00047178,0.00069111,0.00076322,0.01772072,0.00047170,0.00047170,0.00069099,0.00076304,0.01771677
711944,4.13018832,0.00047174,0.00047174,0.00069106,0.00076303,0.01771924,0.00047166,0.00047166,0.00069093,0.00076286,0.01771530
712044,4.13018807,0.00047170,0.00047170,0.00069101,0.00076290,0.01771796,0.00047163,0.00047163,0.00069088,0.00076272,0.01771401
712144,4.13021980,0.00047167,0.00047167,0.00069095,0.00076279,0.01771660,0.00047160,0.00047160,0.00069083,0.00076261,0.01771266
712244,4.13019314,0.00047163,0.00047163,0.00069091,0.00076264,0.01771525,0.00047156,0.00047156,0.00069078,0.00076247,0.01771131
712344,4.13024995,0.00047160,0.00047160,0.00069086,0.00076247,0.01771389,0.00047152,0.00047152,0.00069073,0.00076230,0.01770996
712444,4.13022621,0.00047156,0.00047156,0.00069080,0.00076231,0.01771261,0.00047149,0.00047149,0.00069068,0.00076214,0.01770868
712544,4.13017805,0.00047153,0.00047153,0.00069074,0.00076214,0.01771124,0.00047145,0.00047145,0.00069061,0.00076196,0.01770731
712644,4.13017551,0.00047149,0.00047149,0.00069069,0.00076196,0.01770984,0.00047142,0.00047142,0.00069056,0.00076178,0.01770591
712744,4.13020898,0.00047145,0.00047145,0.00069064,0.00076181,0.01770847,0.00047138,0.00047138,0.00069052,0.00076164,0.01770455
712844,4.13018001,0.00047142,0.00047142,0.00069059,0.00076166,0.01770714,0.00047135,0.00047135,0.00069047,0.00076148,0.01770322
712944,4.13019766,0.00047139,0.00047139,0.00069055,0.00076151,0.01770572,0.00047131,0.00047131,0.00069042,0.00076133,0.01770180
713044,4.13019085,0.00047135,0.00047135,0.00069050,0.00076134,0.01770442,0.00047128,0.00047128,0.00069037,0.00076116,0.01770049
713144,4.13019279,0.00047132,0.00047132,0.00069045,0.00076121,0.01770311,0.00047124,0.00047124,0.00069033,0.00076104,0.01769918
713244,4.13013795,0.00047128,0.00047128,0.00069039,0.00076105,0.01770155,0.00047121,0.00047121,0.00069027,0.00076087,0.01769762
713344,4.13011430,0.00047124,0.00047124,0.00069035,0.00076086,0.01770018,0.00047117,0.00047117,0.00069022,0.00076069,0.01769625
713444,4.13009972,0.00047121,0.00047121,0.00069029,0.00076068,0.01769879,0.00047113,0.00047113,0.00069017,0.00076051,0.01769486
713544,4.13013901,0.00047117,0.00047117,0.00069024,0.00076050,0.01769727,0.00047110,0.00047110,0.00069011,0.00076033,0.01769335
713644,4.13012995,0.00047113,0.00047113,0.00069018,0.00076034,0.01769600,0.00047106,0.00047106,0.00069006,0.00076016,0.01769208
713744,4.13013663,0.00047110,0.00047110,0.00069014,0.00076024,0.01769468,0.00047103,0.00047103,0.00069001,0.00076007,0.01769076
713844,4.13014195,0.00047107,0.00047107,0.00069009,0.00076015,0.01769331,0.00047099,0.00047099,0.00068996,0.00075997,0.01768939
713944,4.13009900,0.00047103,0.00047103,0.00069003,0.00075999,0.01769196,0.00047096,0.00047096,0.00068991,0.00075981,0.01768805
714044,4.13010163,0.00047100,0.00047100,0.00068999,0.00075985,0.01769067,0.00047092,0.00047092,0.00068987,0.00075968,0.01768676
714144,4.13014048,0.00047096,0.00047096,0.00068994,0.00075968,0.01768927,0.00047089,0.00047089,0.00068982,0.00075950,0.01768537
714244,4.13012960,0.00047092,0.00047092,0.00068988,0.00075950,0.01768792,0.00047085,0.00047085,0.00068976,0.00075933,0.01768402
714344,4.13011719,0.00047089,0.00047089,0.00068984,0.00075937,0.01768655,0.00047082,0.00047082,0.00068972,0.00075920,0.01768260
714444,4.13010945,0.00047086,0.00047086,0.00068979,0.00075925,0.01768520,0.00047078,0.00047078,0.00068967,0.00075908,0.01768125
714544,4.13008220,0.00047082,0.00047082,0.00068974,0.00075919,0.01768389,0.00047075,0.00047075,0.00068962,0.00075901,0.01767995
714644,4.13005878,0.00047079,0.00047079,0.00068970,0.00075906,0.01768251,0.00047071,0.00047071,0.00068958,0.00075888,0.01767857
714744,4.13005916,0.00047075,0.00047075,0.00068965,0.00075888,0.01768107,0.00047068,0.00047068,0.00068952,0.00075871,0.01767713
714844,4.13008639,0.00047071,0.00047071,0.00068959,0.00075872,0.01767957,0.00047064,0.00047064,0.00068947,0.00075855,0.01767564
714944,4.13013107,0.00047068,0.00047068,0.00068955,0.00075855,0.01767839,0.00047061,0.00047061,0.00068942,0.00075838,0.01767445
715044,4.13013241,0.00047065,0.00047065,0.00068949,0.00075838,0.01767712,0.00047057,0.00047057,0.00068937,0.00075821,0.01767317
715144,4.13016547,0.00047061,0.00047061,0.00068944,0.00075820,0.01767577,0.00047054,0.00047054,0.00068932,0.00075802,0.01767183
715244,4.13013994,0.00047058,0.00047058,0.00068939,0.00075808,0.01767446,0.00047050,0.00047050,0.00068926,0.00075790,0.01767051
715344,4.13012983,0.00047054,0.00047054,0.00068933,0.00075794,0.01767319,0.00047047,0.00047047,0.00068921,0.00075777,0.01766924
715444,4.13013724,0.00047051,0.00047051,0.00068928,0.00075776,0.01767185,0.00047043,0.00047043,0.00068915,0.00075759,0.01766789
715544,4.13012412,0.00047048,0.00047048,0.00068924,0.00075761,0.01767066,0.00047040,0.00047040,0.00068911,0.00075743,0.01766670
715644,4.13015058,0.00047044,0.00047044,0.00068919,0.00075744,0.01766926,0.00047036,0.00047036,0.00068906,0.00075727,0.01766528
715744,4.13012818,0.00047040,0.00047040,0.00068913,0.00075730,0.01766791,0.00047033,0.00047033,0.00068901,0.00075713,0.01766394
715844,4.13009206,0.00047037,0.00047037,0.00068908,0.00075715,0.01766657,0.00047029,0.00047029,0.00068895,0.00075697,0.01766257
715944,4.13011107,0.00047033,0.00047033,0.00068904,0.00075698,0.01766532,0.00047026,0.00047026,0.00068891,0.00075681,0.01766133
716044,4.13011660,0.00047030,0.00047030,0.00068898,0.00075683,0.01766416,0.00047022,0.00047022,0.00068886,0.00075666,0.01766016
716144,4.13011862,0.00047027,0.00047027,0.00068894,0.00075668,0.01766284,0.00047019,0.00047019,0.00068881,0.00075650,0.01765885
716244,4.13017307,0.00047023,0.00047023,0.00068888,0.00075652,0.01766153,0.00047016,0.00047016,0.00068875,0.00075634,0.01765755
716344,4.13018895,0.00047020,0.00047020,0.00068883,0.00075637,0.01766012,0.00047012,0.00047012,0.00068870,0.00075619,0.01765614
716444,4.13022141,0.00047016,0.00047016,0.00068879,0.00075624,0.01765879,0.00047009,0.00047009,0.00068866,0.00075606,0.01765481
